frame_index,timestamp,num_features,grid_coverage,dropout_ratio,flat_region_ratio,degradation_score,exported_features,median_track_age,median_quality,median_backend_quality,median_classical_backend_quality,median_learned_backend_quality,recovery_reason,recovered_count,geometry_mode,learned_candidate_count,learned_confirmed_count,learned_confirmed_xfeat_count,proposer_confirmed_classical_gftt_count,learned_confirmed_age_median,pending_learned_count,pending_learned_age_median,pending_xfeat_count,pending_xfeat_age_median,source_provenance_count,source_provenance_learned_count,source_provenance_xfeat_count,learned_mode,learned_mode_before_sparse_h,learned_mode_after_sparse_h,loftr_sparse_h_allowed,loftr_sparse_h_reason,klt_degeneracy_loftr_allowed,klt_degeneracy_loftr_reason,klt_degeneracy_loftr_score,semidense_acceptance,semidense_raw_candidates,semidense_post_validate_candidates,semidense_accepted_candidates,semidense_queued_pending,semidense_grid_gain,semidense_new_cell_ratio,semidense_before_f_inlier,semidense_after_f_inlier,semidense_before_h_inlier,semidense_after_h_inlier,semidense_before_epipolar,semidense_after_epipolar,semidense_before_homography,semidense_after_homography,pending_loftr_count,pending_loftr_age_median,loftr_confirmed_promoted,exported_learned_features,exported_non_loftr_learned_features,exported_sp_lg_features,exported_xfeat_features,exported_classical_gftt_features,exported_loftr_features,exported_loftr_early_persisted_features,exported_recovered_features,exported_learned_median_age,exported_non_loftr_learned_median_age,exported_xfeat_median_age,exported_loftr_median_age,exported_learned_age_lt3,exported_xfeat_age_lt3,exported_loftr_age_lt3,exported_learned_median_visible_streak,exported_xfeat_median_visible_streak,exported_loftr_median_visible_streak,exported_learned_median_motion_px,exported_xfeat_median_motion_px,exported_loftr_median_motion_px,pre_gate_sidecar_total,pre_gate_sidecar_confirmed,pre_gate_sidecar_age_ok,pre_gate_sidecar_quality_ok,pre_gate_sidecar_ncc_ok,pre_gate_sidecar_fb_ok,pre_gate_sidecar_basic_ok,pre_gate_loftr_total,pre_gate_loftr_basic_ok,pre_gate_non_loftr_total,pre_gate_non_loftr_basic_ok,source_selection_dropped,selected_feature_index,published_feature_frame,init_parallax_gate_triggered,init_parallax_mean_step_px,init_parallax_skipped_feature,init_klt_only_active,adaptive_warmup_full_mirror_enabled,adaptive_warmup_full_mirror_reason,low_parallax_learned_holdoff_active,state_adaptive_q_triggered,state_adaptive_q_active,backend_xfeat_risk_q_active,backend_xfeat_quality_const_effective,backend_xfeat_risk_learned_frames,backend_xfeat_risk_cumulative_gftt,learned_export_gate_active,learned_export_gate_degraded,learned_export_gate_reason,learned_export_loftr_min_quality,learned_export_loftr_min_age,learned_export_loftr_min_ncc,learned_export_loftr_max_fb,export_classical_mirror_backbone,classical_track_count,classical_grid_coverage,learned_export_gate_dropped,learned_export_geometry_dropped,learned_export_geometry_reason,learned_export_benefit_dropped,learned_export_benefit_reason,learned_export_temporal_dropped,learned_export_temporal_reason,learned_export_temporal_recent_frames,learned_export_health_suppression_dropped,learned_export_health_suppression_reason,learned_export_recent_healthy_frames,learned_export_recovery_reason_suppression_dropped,learned_export_recovery_reason_suppression_reason,learned_export_recovery_burst_suppression_dropped,learned_export_recovery_burst_suppression_reason,learned_export_recovery_burst_recent_frames,learned_export_grid_gain,learned_export_new_cells,learned_export_new_cell_ratio,learned_export_weak_cells,classical_motion_px,classical_median_age,tracker_source_histogram,export_source_histogram
26,1532199345.904605150,350,0.5416666666666666,0.002857142857142857,0.0,0.15016552259350346,350,27.0,0.6113353967666626,0.9245896339416504,0.9245896339416504,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:1;klt:349,gftt:1;klt:349
27,1532199345.953445911,350,0.5416666666666666,0.005714285714285714,0.0,0.1521679060998653,350,28.0,0.6191094517707825,0.9257461428642273,0.9257461428642273,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:2;klt:348,gftt:2;klt:348
28,1532199346.004312038,350,0.5416666666666666,0.0,0.0,0.15131509104963903,350,29.0,0.6112785339355469,0.9255730509757996,0.9255730509757996,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
29,1532199346.053196192,350,0.5416666666666666,0.0,0.0,0.15314930492319556,350,30.0,0.6187835931777954,0.9286134243011475,0.9286134243011475,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
30,1532199346.104058504,350,0.5416666666666666,0.002857142857142857,0.0,0.1538661479935377,350,31.0,0.6313784122467041,0.9290705919265747,0.9290705919265747,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:1;klt:349,gftt:1;klt:349
31,1532199346.152905703,350,0.5416666666666666,0.008571428571428572,0.0,0.15395093923416447,350,32.0,0.6330698728561401,0.9294390678405762,0.9294390678405762,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:3;klt:347,gftt:3;klt:347
32,1532199346.203806639,350,0.5416666666666666,0.002857142857142857,0.0,0.15421185209198596,350,33.0,0.6359245777130127,0.9309542775154114,0.9309542775154114,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:1;klt:349,gftt:1;klt:349
33,1532199346.252638817,350,0.5416666666666666,0.005714285714285714,0.0,0.1541556415315708,350,34.0,0.6403427720069885,0.9309802055358887,0.9309802055358887,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:2;klt:348,gftt:2;klt:348
34,1532199346.301442385,350,0.5416666666666666,0.0,0.0,0.1515302041666653,350,35.0,0.6323378086090088,0.9292886257171631,0.9292886257171631,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
35,1532199346.352346897,350,0.5416666666666666,0.0,0.0,0.15202660476184282,350,36.0,0.6435010433197021,0.931188702583313,0.931188702583313,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
36,1532199346.401194096,350,0.5416666666666666,0.002857142857142857,0.0,0.15286014946753035,350,37.0,0.6378273367881775,0.9296103715896606,0.9296103715896606,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5416666666666666,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:1;klt:349,gftt:1;klt:349
37,1532199346.452054501,350,0.4583333333333333,0.0,0.0,0.1539579351685283,350,38.0,0.6396228671073914,0.9309989213943481,0.9309989213943481,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.4583333333333333,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
38,1532199346.500892878,350,0.4583333333333333,0.0,0.0,0.1550208731097038,350,39.0,0.6414693593978882,0.9310435652732849,0.9310435652732849,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.4583333333333333,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
39,1532199346.549723387,350,0.4583333333333333,0.0,0.0,0.15289883996279818,350,40.0,0.6399873495101929,0.9308104515075684,0.9308104515075684,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.4583333333333333,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
40,1532199346.600589037,350,0.4583333333333333,0.0,0.0,0.15358993932836662,350,41.0,0.6360955238342285,0.9302865266799927,0.9302865266799927,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.4583333333333333,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
41,1532199346.649430513,350,0.5,0.005714285714285714,0.0,0.1540918036457959,350,42.0,0.6311486959457397,0.9286836385726929,0.9286836385726929,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:2;klt:348,gftt:2;klt:348
42,1532199346.700297117,350,0.5,0.002857142857142857,0.0,0.15400448801854938,350,43.0,0.6121562123298645,0.9249470233917236,0.9249470233917236,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:1;klt:349,gftt:1;klt:349
43,1532199346.749145746,350,0.5,0.005714285714285714,0.0,0.15422585553296053,350,44.0,0.6211753487586975,0.9259759187698364,0.9259759187698364,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:2;klt:348,gftt:2;klt:348
44,1532199346.797988653,350,0.5,0.017142857142857144,0.0,0.1509857719051586,350,45.0,0.6228126287460327,0.9260050654411316,0.9260050654411316,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:6;klt:344,gftt:6;klt:344
45,1532199346.848852634,350,0.5,0.005714285714285714,0.0,0.15136121036391392,350,46.0,0.6315819025039673,0.9283994436264038,0.9283994436264038,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:2;klt:348,gftt:2;klt:348
46,1532199346.897692204,350,0.5833333333333334,0.008571428571428572,0.0,0.15168082097632984,350,47.0,0.6277129650115967,0.9270121455192566,0.9270121455192566,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.5833333333333334,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:3;klt:347,gftt:3;klt:347
47,1532199346.948559523,350,0.625,0.008571428571428572,0.0,0.1522362430793598,350,48.0,0.6302790641784668,0.9280077815055847,0.9280077815055847,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.625,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:3;klt:347,gftt:3;klt:347
48,1532199346.997404814,350,0.625,0.0,0.0,0.15029650103602288,350,49.0,0.6264333724975586,0.9275524616241455,0.9275524616241455,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.625,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
49,1532199347.048223495,350,0.625,0.005714285714285714,0.0,0.15075983396065773,350,50.0,0.6429763436317444,0.930794894695282,0.930794894695282,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.625,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:2;klt:348,gftt:2;klt:348
50,1532199347.096998692,350,0.625,0.008571428571428572,0.0,0.15133788939208626,350,51.0,0.640953540802002,0.9300050139427185,0.9300050139427185,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.625,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:3;klt:347,gftt:3;klt:347
51,1532199347.145741940,350,0.625,0.002857142857142857,0.0,0.15223301159849267,350,52.0,0.6378391981124878,0.9294389486312866,0.9294389486312866,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.625,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:1;klt:349,gftt:1;klt:349
52,1532199347.196580172,350,0.625,0.002857142857142857,0.0,0.1529144675551093,350,53.0,0.6274362802505493,0.9283671379089355,0.9283671379089355,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.625,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:1;klt:349,gftt:1;klt:349
53,1532199347.245362759,350,0.625,0.005714285714285714,0.0,0.14978492108045582,350,54.0,0.6227461099624634,0.9260258674621582,0.9260258674621582,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.625,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:2;klt:348,gftt:2;klt:348
54,1532199347.296172857,350,0.625,0.0,0.0,0.150149760307279,350,55.0,0.6320348978042603,0.9293303489685059,0.9293303489685059,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.625,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,klt:350,klt:350
55,1532199347.344958782,350,0.625,0.005714285714285714,0.0,0.15041688559713529,350,56.0,0.627354621887207,0.9282771348953247,0.9282771348953247,nan,n/a,0,n/a,0,0,0,0,nan,0,nan,0,nan,0,0,0,n/a,n/a,n/a,0,n/a,0,n/a,0.0,n/a,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,nan,0,0,0,policy_inactive,0,0,0,0,none,0,0,0,0,disabled,none,none,none,none,0,350,0.625,0,0,disabled,0,disabled,0,disabled,0,0,disabled,0,0,disabled,0,disabled,0,nan,0,nan,0,nan,nan,gftt:2;klt:348,gftt:2;klt:348
